0,1,2,3,4,5,6,7,8,9,10
shopping bags,margarine,,,,,,,,,
waffles,whole milk,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
ham,pork,pork,soda,,,,,,,
berries,pastry,,,,,,,,,
sliced cheese,soda,oil,syrup,,,,,,,
beef,canned beer,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
frankfurter,other vegetables,,,,,,,,,
soda,dessert,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
newspapers,salty snack,pastry,,,,,,,,
frankfurter,waffles,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
pork,frozen meals,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
soda,bottled beer,,,,,,,,,
pork,soda,,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
margarine,whole milk,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
root vegetables,onions,whole milk,butter,,,,,,,
spices,soda,,,,,,,,,
sausage,margarine,margarine,,,,,,,,
shopping bags,frozen meals,,,,,,,,,
chicken,house keeping products,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
pastry,pastry,,,,,,,,,
pip fruit,vinegar,,,,,,,,,
coffee,soft cheese,,,,,,,,,
yogurt,bottled water,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
margarine,rolls/buns,,,,,,,,,
soda,pip fruit,,,,,,,,,
rolls/buns,chocolate,,,,,,,,,
canned beer,margarine,,,,,,,,,
butter,bottled beer,,,,,,,,,
curd,yogurt,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
sausage,cake bar,,,,,,,,,
canned beer,ice cream,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
pork,other vegetables,,,,,,,,,
chicken,nut snack,,,,,,,,,
soft cheese,frozen vegetables,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
pip fruit,whole milk,,,,,,,,,
cling film/bags,napkins,,,,,,,,,
pastry,other vegetables,,,,,,,,,
nut snack,butter,,,,,,,,,
citrus fruit,specialty bar,domestic eggs,,,,,,,,
frozen meals,mustard,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
chicken,cream,,,,,,,,,
pork,flour,,,,,,,,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
chewing gum,butter,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
pork,citrus fruit,,,,,,,,,
sausage,soda,other vegetables,,,,,,,,
soda,whole milk,,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
grapes,yogurt,condensed milk,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
canned beer,canned beer,,,,,,,,,
packaged fruit/vegetables,tea,,,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
kitchen towels,bottled beer,,,,,,,,,
pip fruit,soda,grapes,,,,,,,,
shopping bags,whole milk,,,,,,,,,
sausage,pasta,,,,,,,,,
meat,domestic eggs,,,,,,,,,
salt,brown bread,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
soda,yogurt,,,,,,,,,
whole milk,white wine,,,,,,,,,
Instant food products,whipped/sour cream,butter,cake bar,,,,,,,
turkey,flour,,,,,,,,,
yogurt,domestic eggs,pasta,,,,,,,,
napkins,margarine,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
yogurt,dessert,,,,,,,,,
frankfurter,whole milk,hamburger meat,white bread,,,,,,,
bottled beer,bottled beer,,,,,,,,,
chicken,sugar,domestic eggs,,,,,,,,
soda,canned beer,other vegetables,whole milk,,,,,,,
female sanitary products,whole milk,hygiene articles,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
domestic eggs,citrus fruit,,,,,,,,,
processed cheese,brandy,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
fish,whole milk,,,,,,,,,
vinegar,flour,,,,,,,,,
canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry,,,,
light bulbs,cooking chocolate,,,,,,,,,
other vegetables,pot plants,yogurt,salty snack,,,,,,,
detergent,rolls/buns,,,,,,,,,
tropical fruit,waffles,bottled beer,,,,,,,,
curd,syrup,,,,,,,,,
frankfurter,specialty chocolate,brown bread,herbs,rolls/buns,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
pip fruit,frozen vegetables,butter milk,,,,,,,,
pastry,sugar,,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
oil,brown bread,oil,seasonal products,,,,,,,
sugar,canned vegetables,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
soda,soda,roll products ,,,,,,,,
instant coffee,butter,,,,,,,,,
coffee,canned fish,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
meat,pip fruit,,,,,,,,,
frankfurter,misc. beverages,,,,,,,,,
dessert,whole milk,,,,,,,,,
yogurt,beef,,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
specialty chocolate,soda,chocolate,,,,,,,,
root vegetables,dessert,,,,,,,,,
whole milk,butter,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
chocolate,bottled water,,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
canned beer,pork,processed cheese,root vegetables,snack products,sugar,,,,,
bottled water,tropical fruit,,,,,,,,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
other vegetables,beverages,,,,,,,,,
canned beer,onions,,,,,,,,,
coffee,whole milk,,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
brown bread,bottled beer,,,,,,,,,
yogurt,coffee,,,,,,,,,
whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
tropical fruit,canned beer,,,,,,,,,
sausage,pork,sugar,,,,,,,,
chicken,salty snack,yogurt,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
canned beer,dessert,fruit/vegetable juice,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
pork,semi-finished bread,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
berries,napkins,cereals,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,root vegetables,canned vegetables,,,,,,,,
napkins,skin care,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
frozen meals,soups,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
citrus fruit,white wine,bottled beer,newspapers,cat food,,,,,,
bottled water,curd,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
long life bakery product,root vegetables,,,,,,,,,
beef,salty snack,whole milk,domestic eggs,fruit/vegetable juice,whipped/sour cream,cat food,,,,
yogurt,bottled water,,,,,,,,,
bottled water,root vegetables,rolls/buns,whole milk,coffee,,,,,,
fruit/vegetable juice,candy,hygiene articles,,,,,,,,
chicken,brown bread,bottled beer,,,,,,,,
yogurt,pastry,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
citrus fruit,dog food,rolls/buns,soda,whole milk,fruit/vegetable juice,whipped/sour cream,yogurt,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
rolls/buns,soda,,,,,,,,,
citrus fruit,soda,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
whole milk,curd,,,,,,,,,
frozen vegetables,flour,,,,,,,,,
baking powder,butter,,,,,,,,,
dessert,brown bread,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
decalcifier,grapes,,,,,,,,,
soda,pet care,butter,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
turkey,yogurt,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
onions,cat food,white wine,,,,,,,,
root vegetables,rolls/buns,whole milk,,,,,,,,
cat food,pet care,oil,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
yogurt,butter,,,,,,,,,
ham,sausage,detergent,whipped/sour cream,yogurt,dishes,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
frankfurter,margarine,,,,,,,,,
onions,rolls/buns,,,,,,,,,
frankfurter,seasonal products,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
canned beer,newspapers,,,,,,,,,
curd,red/blush wine,,,,,,,,,
soda,pastry,,,,,,,,,
pork,root vegetables,,,,,,,,,
curd,whole milk,,,,,,,,,
canned beer,fish,,,,,,,,,
whole milk,white bread,canned beer,brown bread,fruit/vegetable juice,,,,,,
soda,curd,,,,,,,,,
candles,coffee,,,,,,,,,
whole milk,tropical fruit,margarine,,,,,,,,
tropical fruit,soda,,,,,,,,,
waffles,spread cheese,,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
frankfurter,chocolate,,,,,,,,,
whole milk,domestic eggs,canned vegetables,flower (seeds),,,,,,,
canned beer,chocolate,,,,,,,,,
whole milk,newspapers,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
soda,liver loaf,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
beef,citrus fruit,,,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
salty snack,whole milk,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
cat food,tropical fruit,whipped/sour cream,,,,,,,,
frozen meals,whole milk,,,,,,,,,
pork,UHT-milk,frozen fish,,,,,,,,
chewing gum,ham,,,,,,,,,
bottled water,beverages,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
pet care,pastry,,,,,,,,,
sugar,bottled water,cream cheese ,,,,,,,,
pork,rolls/buns,other vegetables,,,,,,,,
yogurt,newspapers,,,,,,,,,
whole milk,margarine,,,,,,,,,
tea,yogurt,shopping bags,brown bread,,,,,,,
specialty bar,dog food,cream cheese ,,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
soda,brandy,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
canned beer,sugar,,,,,,,,,
coffee,other vegetables,,,,,,,,,
pork,root vegetables,,,,,,,,,
misc. beverages,other vegetables,,,,,,,,,
soups,sugar,seasonal products,bottled beer,,,,,,,
UHT-milk,fish,,,,,,,,,
pip fruit,shopping bags,yogurt,,,,,,,,
berries,pip fruit,,,,,,,,,
tropical fruit,sausage,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
condensed milk,waffles,,,,,,,,,
whole milk,dishes,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
coffee,sugar,,,,,,,,,
zwieback,soda,curd,,,,,,,,
dog food,brown bread,salty snack,,,,,,,,
whole milk,canned fish,,,,,,,,,
whole milk,dog food,pastry,,,,,,,,
tropical fruit,beverages,,,,,,,,,
oil,butter,,,,,,,,,
condensed milk,onions,coffee,candy,,,,,,,
pip fruit,whole milk,bottled water,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
beverages,rice,,,,,,,,,
tropical fruit,sausage,dog food,sweet spreads,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
red/blush wine,specialty bar,rolls/buns,,,,,,,,
sliced cheese,cat food,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
pip fruit,yogurt,whole milk,yogurt,bottled beer,newspapers,,,,,
sausage,pork,soda,salt,,,,,,,
bottled beer,soda,,,,,,,,,
brown bread,frozen meals,herbs,whole milk,hard cheese,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,yogurt,,,,,,,,,
citrus fruit,cereals,,,,,,,,,
liquor,cream,coffee,,,,,,,,
pork,frozen dessert,newspapers,,,,,,,,
liquor,UHT-milk,,,,,,,,,
frankfurter,oil,other vegetables,,,,,,,,
pip fruit,margarine,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
grapes,other vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,brown bread,,,,,,,,,
oil,margarine,,,,,,,,,
turkey,onions,,,,,,,,,
other vegetables,soap,,,,,,,,,
beef,white bread,frozen potato products,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
rolls/buns,candy,,,,,,,,,
beverages,whole milk,pasta,,,,,,,,
fish,tropical fruit,red/blush wine,cream cheese ,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pip fruit,bottled beer,other vegetables,,,,,,,,
whole milk,white bread,frozen vegetables,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
soap,candy,,,,,,,,,
pork,grapes,,,,,,,,,
waffles,shopping bags,sparkling wine,,,,,,,,
rolls/buns,dog food,,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
yogurt,salt,,,,,,,,,
ham,cream cheese ,,,,,,,,,
curd,rice,other vegetables,canned fish,,,,,,,
bottled water,cream cheese ,,,,,,,,,
liquor,bottled water,,,,,,,,,
pickled vegetables,pastry,brown bread,sugar,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
root vegetables,citrus fruit,soda,,,,,,,,
butter,rolls/buns,,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
berries,cake bar,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
brandy,dessert,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
tropical fruit,UHT-milk,candy,,,,,,,,
pastry,rolls/buns,,,,,,,,,
meat,sausage,salty snack,white wine,frozen vegetables,beverages,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
pork,brown bread,,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
pastry,whole milk,,,,,,,,,
bottled water,processed cheese,packaged fruit/vegetables,yogurt,,,,,,,
root vegetables,yogurt,butter,yogurt,,,,,,,
sausage,soda,curd,house keeping products,,,,,,,
grapes,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
soda,processed cheese,,,,,,,,,
pork,soda,soda,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
butter,citrus fruit,margarine,soda,whole milk,roll products ,,,,,
chocolate,rolls/buns,,,,,,,,,
Instant food products,coffee,,,,,,,,,
meat,hamburger meat,,,,,,,,,
soda,whole milk,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
frankfurter,coffee,,,,,,,,,
white bread,mustard,,,,,,,,,
root vegetables,flour,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
citrus fruit,soda,,,,,,,,,
specialty chocolate,citrus fruit,UHT-milk,frozen meals,,,,,,,
chicken,onions,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
whole milk,sugar,,,,,,,,,
abrasive cleaner,yogurt,frozen meals,,,,,,,,
tropical fruit,pastry,,,,,,,,,
beef,oil,,,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
spices,cat food,seasonal products,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
white bread,baking powder,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
sugar,soda,,,,,,,,,
pork,bottled beer,,,,,,,,,
beef,berries,,,,,,,,,
onions,rum,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
hard cheese,specialty bar,,,,,,,,,
brown bread,yogurt,,,,,,,,,
whole milk,coffee,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
onions,pork,,,,,,,,,
citrus fruit,white bread,white bread,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
tropical fruit,onions,,,,,,,,,
beverages,coffee,,,,,,,,,
napkins,whole milk,,,,,,,,,
meat,margarine,,,,,,,,,
tropical fruit,bottled water,dessert,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
citrus fruit,butter,UHT-milk,,,,,,,,
zwieback,citrus fruit,,,,,,,,,
root vegetables,rolls/buns,shopping bags,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
chicken,citrus fruit,turkey,whole milk,sweet spreads,cream cheese ,specialty chocolate,oil,,,
pork,citrus fruit,,,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
butter,bottled water,bottled water,,,,,,,,
dessert,yogurt,,,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
butter,rolls/buns,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pet care,beef,,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
tropical fruit,newspapers,,,,,,,,,
sausage,tropical fruit,pork,rolls/buns,,,,,,,
tropical fruit,rum,flour,,,,,,,,
oil,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,yogurt,,,,,,,,,
soda,pork,curd,Instant food products,,,,,,,
onions,candy,,,,,,,,,
oil,whipped/sour cream,specialty cheese,soda,beverages,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
butter,detergent,,,,,,,,,
whole milk,margarine,,,,,,,,,
whole milk,roll products ,rice,,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
whole milk,coffee,fruit/vegetable juice,,,,,,,,
whole milk,whole milk,whole milk,domestic eggs,,,,,,,
rolls/buns,salty snack,waffles,,,,,,,,
whole milk,root vegetables,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
pork,pastry,candy,,,,,,,,
chocolate,pastry,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
ice cream,yogurt,,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
berries,tropical fruit,,,,,,,,,
flour,soda,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
beef,meat,,,,,,,,,
pip fruit,soda,,,,,,,,,
chocolate,tea,,,,,,,,,
long life bakery product,butter,rolls/buns,newspapers,,,,,,,
pastry,citrus fruit,,,,,,,,,
meat,canned beer,yogurt,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
whole milk,butter milk,beverages,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
root vegetables,sugar,bottled water,white bread,,,,,,,
bottled water,other vegetables,pastry,rolls/buns,domestic eggs,,,,,,
tropical fruit,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,margarine,,,,,,,,,
berries,hamburger meat,,,,,,,,,
whole milk,sausage,yogurt,other vegetables,misc. beverages,,,,,,
white bread,whole milk,pastry,shopping bags,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
pip fruit,ice cream,,,,,,,,,
curd,processed cheese,bottled water,pickled vegetables,,,,,,,
frozen potato products,pastry,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
yogurt,chicken,bottled water,whole milk,flour,detergent,,,,,
other vegetables,pork,newspapers,,,,,,,,
rolls/buns,soups,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
frozen vegetables,rice,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
pastry,white bread,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
yogurt,detergent,,,,,,,,,
male cosmetics,soda,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
beef,curd,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
soda,pork,,,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
berries,mayonnaise,,,,,,,,,
other vegetables,other vegetables,waffles,,,,,,,,
chicken,curd,,,,,,,,,
coffee,butter milk,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
dessert,brown bread,,,,,,,,,
rolls/buns,pork,canned beer,root vegetables,canned beer,shopping bags,oil,soda,,,
beef,sliced cheese,,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
sausage,dessert,,,,,,,,,
beverages,whole milk,butter milk,fruit/vegetable juice,,,,,,,
other vegetables,berries,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
beef,shopping bags,,,,,,,,,
other vegetables,pudding powder,,,,,,,,,
rolls/buns,soda,,,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
soda,margarine,,,,,,,,,
sausage,soda,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pork,curd,curd cheese,misc. beverages,,,,,,,
pork,other vegetables,,,,,,,,,
soda,chocolate,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
onions,sauces,,,,,,,,,
rolls/buns,whole milk,other vegetables,,,,,,,,
coffee,butter,,,,,,,,,
whole milk,sausage,root vegetables,long life bakery product,frozen vegetables,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
whole milk,oil,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
canned beer,red/blush wine,salty snack,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
canned beer,pip fruit,frozen vegetables,dessert,canned vegetables,,,,,,
sausage,ice cream,,,,,,,,,
root vegetables,rolls/buns,flower (seeds),,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
ham,rolls/buns,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
rolls/buns,salty snack,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
pork,yogurt,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
canned beer,pastry,,,,,,,,,
pip fruit,chewing gum,yogurt,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
curd,soda,whole milk,,,,,,,,
margarine,butter milk,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
curd,soda,,,,,,,,,
margarine,mayonnaise,,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
